AtencionID|Numero Ticket|Agencia|Semana Visita|Tipo Atencion|ProveedorID|Proveedor|Unidades|Costo Atencion|Numero OS/OC|Codigo Conformidad
15930|WO0000005274505|HUAYCAN||Rechazado||||||
15931|WO0000005276284|SANTA ANITA||Rechazado||||||
15933|WO0000005276817|LAS ALONDRAS|S2|Flat|48|Accenture||||
15934|WO0000005276823|PURUCHUCO|S2|Flat|48|Accenture||||
15935|WO0000005276820|PURUCHUCO|S2|Flat|48|Accenture||||
15936|WO0000005276831|PURUCHUCO|S2|Flat|48|Accenture||||
15938|WO0000005276815|LAS ALONDRAS|S2|Flat|48|Accenture||||
15939|WO0000005276834|LOS RUISEÃ‘ORES|S2|Flat|48|Accenture||||
15940|WO0000005276851|LOS RUISEÃ‘ORES|S2|Flat|48|Accenture||||
15941|WO0000005276855|LOS RUISEÃ‘ORES|S2|Flat|48|Accenture||||
15942|WO0000005276857|LOS RUISEÃ‘ORES|S2|Flat|48|Accenture||||
15943|WO0000005276849|LOS RUISEÃ‘ORES|S2|Flat|48|Accenture||||
15944|WO0000005276837|LOS RUISEÃ‘ORES|S2|Flat|48|Accenture||||
15945|WO0000005276841|LOS RUISEÃ‘ORES|S2|Flat|48|Accenture||||
15946|WO0000005276843|LOS RUISEÃ‘ORES|S2|Flat|48|Accenture||||
15949|WO0000005274559|HUAYCAN||Variable|40|Prosegur||0||
15951|WO0000005274580|LAS ALONDRAS|S2|Flat|48|Accenture||0||
15967|WO0000005278622|HUAYCAN||Rechazado||||||
15976|WO0000005279756|CHACLACAYO|S2|Flat|48|Accenture||||
15977|WO0000005279754|CHACLACAYO|S2|Flat|48|Accenture||||
15981|WO0000005279753|CHACLACAYO|S2|Flat|48|Accenture||||
15982|WO0000005279736|CHACLACAYO|S2|Flat|48|Accenture||||
15984|WO0000005279746|CHACLACAYO|S2|Flat|48|Accenture||||
15985|WO0000005279737|CHACLACAYO|S2|Flat|48|Accenture||||
15986|WO0000005280266|CONSTRUCTORES||Variable|48|Accenture||||
15987|WO0000005278619|HUAYCAN||Variable|11|Cime Comercial||0||
15989|WO0000005278644|MALL AVENTURA PLAZA SANTA ANITA||Variable|28|JGM Import||286.74||
15990|WO0000005278607|MOLICENTRO||Variable|48|Accenture||130|00897-062023|
15995|WO0000005279796|MALA|Q1|Flat|48|Accenture||750|00904-062023|
15996|WO0000005280215|PISCO||Variable|16|Coorporacion R&M||759.69||
15997|WO0000005280284|ICA|S2|Flat|48|Accenture||612|01623-062023|
16001|WO0000005280214|PISCO||Variable|16|Coorporacion R&M||3670.25||
16003|WO0000005280214|PISCO||Variable|48|Accenture||120|00568-072023|
16010|WO0000005282502|PURUCHUCO||Variable|40|Prosegur||409.11||
16025|WO0000005283908|ELIO||Variable|11|Cime Comercial||0||
16032|WO0000005283072|SAN JUAN DE MARCONA|Q1|Flat|48|Accenture||496|02175-062023|
16033|WO0000005282501|PURUCHUCO||Variable|11|Cime Comercial||2444.13||
16035|WO0000005283917|LAS VIÃ‘AS||Indeci|25|Indeci||||
16036|WO0000005286455|SANTA ANITA||Rechazado||||||
16039|WO0000005285831|LOS DAMASCOS|S2|Flat|48|Accenture||||
16040|WO0000005285827|LOS DAMASCOS|S2|Flat|48|Accenture||||
16042|WO0000005285813|CONSTRUCTORES|S2|Flat|48|Accenture||||
16043|WO0000005285822|LOS DAMASCOS|S2|Flat|48|Accenture||||
16045|WO0000005287426|COLONIAL|S2|Flat|48|Accenture||||
16046|WO0000005285833|LOS DAMASCOS|S2|Flat|48|Accenture||||
16047|WO0000005285838|LA PLANICIE|S2|Flat|48|Accenture||||
16049|WO0000005287428|COLONIAL|S2|Flat|48|Accenture||||
16050|WO0000005285840|LA PLANICIE|S2|Flat|48|Accenture||||
16053|WO0000005286453|SANTA ANITA|S2|Flat|48|Accenture||0||
16055|WO0000005285863|MESA REDONDA||Emergencia|42|Punto Control Ambiental||324.5||
16058|WO0000005288010|AYACUCHO|Q1|Flat|48|Accenture||241|01839-062023|
16062|WO0000005288602|CHACLACAYO||Variable|48|Accenture||||
16063|WO0000005285865|MOLICENTRO||Variable|48|Accenture||130|01836-062023|
16073|WO0000005290883|LAS ALONDRAS||Rechazado||||||
16075|WO0000005290187|GRAU (LIMA)|S2|Flat|48|Accenture||||
16076|WO0000005290193|CENTRO CIVICO|S2|Flat|48|Accenture||||
16077|WO0000005291202|GRAU (LIMA)|S2|Flat|48|Accenture||||
16078|WO0000005290135|SANTA ANITA|S2|Flat|48|Accenture||||
16079|WO0000005291266|MESA REDONDA|S2|Flat|48|Accenture||||
16080|WO0000005291203|GRAU (LIMA)|S2|Flat|48|Accenture||||
16083|WO0000005291268|MESA REDONDA|S2|Flat|48|Accenture||||
16084|WO0000005290139|GRAU (LIMA)|S2|Flat|48|Accenture||||
16085|WO0000005291278|MESA REDONDA|S2|Flat|48|Accenture||||
16086|WO0000005290140|GRAU (LIMA)|S2|Flat|48|Accenture||||
16087|WO0000005291279|MESA REDONDA|S2|Flat|48|Accenture||||
16088|WO0000005290142|GRAU (LIMA)|S2|Flat|48|Accenture||||
16089|WO0000005290137|GRAU (LIMA)|S2|Flat|48|Accenture||||
16094|WO0000005291987|LOS DAMASCOS||Variable|40|Prosegur||0||
16109|WO0000005291275|CHINCHA||Variable|9|Cechriza||0||
16111|WO0000005290881|PISCO||Variable|28|JGM Import||413||
16112|WO0000005291998|LOS RUISEÃ‘ORES||Variable|9|Cechriza||355.42||
16113|WO0000005290881|PISCO||Variable|14|Construcciones Tolentino||634.37||
16115|WO0000005291270|CHINCHA||Variable|9|Cechriza||660.23||
16121|WO0000005293546|MESA REDONDA||Variable|40|Prosegur||0||
16134|WO0000005294863|CAILLOMA||Rechazado||||||
16136|WO0000005295535|LOS RUISEÃ‘ORES||Rechazado||||||
16137|WO0000005295999|LOS RUISEÃ‘ORES||Rechazado|9|Cechriza||||
16140|WO0000005295599|PURUCHUCO|S3|Flat|48|Accenture||16.600000000000001||
16142|WO0000005295591|PURUCHUCO|S3|Flat|48|Accenture||7.55||
16143|WO0000005295574|MERCADO DE PRODUCTORES|S3|Flat|48|Accenture||8.5||
16145|WO0000005295593|PURUCHUCO|S3|Flat|48|Accenture||7.55||
16146|WO0000005295594|PURUCHUCO|S3|Flat|48|Accenture||7.55||
16148|WO0000005295585|PURUCHUCO|S3|Flat|48|Accenture||0||
16150|WO0000005295590|PURUCHUCO|S3|Flat|48|Accenture||9.5||
16151|WO0000005295587|PURUCHUCO|S3|Flat|48|Accenture||0||
16152|WO0000005295598|PURUCHUCO|S3|Flat|48|Accenture||8.6||
16153|WO0000005295923|LAS ALONDRAS|S3|Flat|48|Accenture||0||
16154|WO0000005297305|RAUL FERRERO||Variable|40|Prosegur||227.39||
16155|WO0000005295920|CHOSICA||Variable|9|Cechriza||||
16156|WO0000005295939|CHOSICA|S3|Flat|48|Accenture||18.5||
16160|WO0000005296707|MOLICENTRO||Variable|48|Accenture||130|01841-062023|
16164|WO0000005296304|LOS RUISEÃ‘ORES||Variable|9|Cechriza||623.84||
16165|WO0000005295998|LOS RUISEÃ‘ORES||Variable|9|Cechriza||1059.17||
16168|WO0000005297342|SANTA ANITA||Emergencia|42|Punto Control Ambiental||1444.32||
16169|WO0000005295913|RAUL FERRERO||Emergencia|42|Punto Control Ambiental||2000.1||
16175|WO0000005298194|SANTA ANITA||Rechazado|28|JGM Import||||
16194|WO0000005300291|GRAU (LIMA)|S2|Flat|48|Accenture||0||
16197|WO0000005298955|LA PLANICIE||Variable||||||
16199|WO0000005301028|MOLICENTRO||Variable|40|Prosegur||||
16206|WO0000005298957|HUAYCAN||Variable|9|Cechriza||1059.17||
16207|WO0000005298960|CHINCHA|Q2|Flat|48|Accenture||509.9|03685-062023|
16216|WO0000005303007|SANTA ANITA||Rechazado||||||
16218|WO0000005302423|LAS ALONDRAS||Rechazado||||||
16223|WO0000005303464|LOS DAMASCOS|S3|Flat|48|Accenture||||
16231|WO0000005302409|ALFONSO UGARTE||Variable|11|Cime Comercial||0||
16232|WO0000005302480|SANTA ANITA||Variable|28|JGM Import||923.24||
16233|WO0000005303425|PISCO||Variable|48|Accenture||223.73|03129-062023|
16236|WO0000005302415|PURUCHUCO|S3|Flat|48|Accenture||||
16237|WO0000005303008|MOLICENTRO||Variable|48|Accenture||130|02417-062023|
16238|WO0000005302092|EMANCIPACION|S3|Flat|48|Accenture||||
16240|WO0000005302088|EMANCIPACION|S3|Flat|48|Accenture||||
16244|WO0000005303060|NAZCA||Variable|14|Construcciones Tolentino||592.29||
16246|WO0000005304140|MESA REDONDA||Emergencia|42|Punto Control Ambiental||873.2||
16259|WO0000005306991|ALFONSO UGARTE|S3|Flat|48|Accenture||||
16262|WO0000005307448|LA SALLE|S3|Flat|48|Accenture||||
16264|WO0000005307451|LA SALLE|S3|Flat|48|Accenture||||
16265|WO0000005307452|VENEZUELA|S3|Flat|48|Accenture||||
16266|WO0000005307455|ALFONSO UGARTE|S3|Flat|48|Accenture||||
16268|WO0000005307454|ALFONSO UGARTE|S3|Flat|48|Accenture||||
16270|WO0000005306987|LA SALLE|S3|Flat|48|Accenture||||
16271|WO0000005305998|LAS ALONDRAS||Variable|40|Prosegur||||
16272|WO0000005306989|LA SALLE|S3|Flat|48|Accenture||||
16273|WO0000005306990|LA SALLE|S3|Flat|48|Accenture||||
16276|WO0000005305948|LAS ALONDRAS|S3|Flat|48|Accenture||||
16280|WO0000005306965|PISCO|Q1|Flat|48|Accenture||||
16281|WO0000005305941|LAS ALONDRAS||Variable|9|Cechriza||59||
16282|WO0000005305930|LAS ALONDRAS||Variable|9|Cechriza||59||
16284|WO0000005305927|LAS ALONDRAS||Variable|9|Cechriza||59||
16285|WO0000005305934|LAS ALONDRAS||Variable|9|Cechriza||59||
16286|WO0000005305938|LAS ALONDRAS||Variable|9|Cechriza||59||
16288|WO0000005305916|CONSTRUCTORES||Variable|53|Trazaidea||||
16289|WO0000005306591|CAILLOMA|S3|Flat|48|Accenture||||
16292|WO0000005305952|LAS ALONDRAS|S3|Flat|48|Accenture||||
16293|WO0000005305951|LAS ALONDRAS|S3|Flat|48|Accenture||||
16294|WO0000005307450|LOS DAMASCOS|S3|Flat|48|Accenture||||
16295|WO0000005305964|VENEZUELA|S3|Flat|48|Accenture||||
16296|WO0000005305965|VENEZUELA|S3|Flat|48|Accenture||||
16297|WO0000005305925|LAS ALONDRAS||Variable|9|Cechriza||375.06||
16298|WO0000005307473|MOLICENTRO||Variable|48|Accenture||130|03128-062023|
16300|WO0000005306585|CAILLOMA|S3|Flat|48|Accenture||308|02420-062023|
16301|WO0000005306504|LAS ALONDRAS|S3|Flat|48|Accenture||228|02560-062023|
16302|WO0000005306914|IMPERIAL||Variable|48|Accenture||313|02824-062023|
16312|WO0000005310362|GRAU (LIMA)|S3|Flat|48|Accenture||||
16313|WO0000005310359|CAILLOMA|S3|Flat|48|Accenture||||
16314|WO0000005310357|CAILLOMA|S3|Flat|48|Accenture||||
16315|WO0000005310358|CAILLOMA|S3|Flat|48|Accenture||||
16316|WO0000005310364|GRAU (LIMA)|S3|Flat|48|Accenture||||
16319|WO0000005310366|EMANCIPACION|S3|Flat|48|Accenture||||
16325|WO0000005310348|EMANCIPACION|S3|Flat|48|Accenture||||
16326|WO0000005310352|EMANCIPACION|S3|Flat|48|Accenture||||
16327|WO0000005310354|CAILLOMA|S3|Flat|48|Accenture||||
16328|WO0000005310350|EMANCIPACION|S3|Flat|48|Accenture||||
16329|WO0000005309833|VENEZUELA||Variable|15|Control de Grupos Electrogenos||944||
16333|WO0000005309876|VITARTE||Variable|53|Trazaidea||||
16341|WO0000005309870|PARURO||Variable|48|Accenture||||
16360|WO0000005310399|MARISCAL CACERES||Variable|48|Accenture||124|03130-062023|
16361|WO0000005310399|MARISCAL CACERES||Indeci|25|Indeci||||
16364|WO0000005313006|MALL AVENTURA PLAZA SANTA ANITA||Rechazado||||||
16366|WO0000005313007|MALL AVENTURA PLAZA SANTA ANITA||Emergencia|42|Punto Control Ambiental||1214.22||
16367|WO0000005314671|IMPERIAL||Rechazado||||||
16369|WO0000005314661|IMPERIAL||Rechazado||||||
16370|WO0000005314053|LOS DAMASCOS||Rechazado||||||
16371|WO0000005315719|PISCO||Rechazado||||||
16383|WO0000005314050|LOS DAMASCOS||Variable|28|JGM Import||188.8||
16388|WO0000005315730|MERCADO DE PRODUCTORES|S4|Flat|48|Accenture||||
16389|WO0000005315713|HUAYCAN||Variable|11|Cime Comercial||||
16390|WO0000005315715|LOS DAMASCOS||Variable|9|Cechriza||0||
16392|WO0000005315726|LAS ALONDRAS|S4|Flat|48|Accenture||||
16393|WO0000005315720|NAZCA||Variable|48|Accenture||474|02925-062023|
16394|WO0000005315751|PURUCHUCO|S4|Flat|48|Accenture||||
16395|WO0000005315734|MERCADO DE PRODUCTORES|S4|Flat|48|Accenture||||
16396|WO0000005315741|PURUCHUCO|S4|Flat|48|Accenture||||
16397|WO0000005315747|PURUCHUCO|S4|Flat|48|Accenture||||
16398|WO0000005315724|LAS ALONDRAS|S4|Flat|48|Accenture||||
16399|WO0000005315736|PURUCHUCO|S4|Flat|48|Accenture||||
16400|WO0000005314077|PISCO||Variable|28|JGM Import||377.6||
16406|WO0000005314007|PURUCHUCO|S4|Flat|48|Accenture||983|03131-062023|
16412|WO0000005314660|IMPERIAL||Emergencia|3|Alta Tecnologia En Limpieza||514.48||
16416|WO0000005314032|MARISCAL CACERES||Variable|48|Accenture||777.3|03136-062023|
16439|WO0000005317577|EMANCIPACION||Rechazado||||||
16440|WO0000005318140|PARCONA||Rechazado|9|Cechriza||||
16441|WO0000005319408|ALFONSO UGARTE||Rechazado||||||
16442|WO0000005317550|MERCADO DE PRODUCTORES||Rechazado||||||
16443|WO0000005318149|PARCONA||Rechazado||||||
16444|WO0000005318135|PARCONA||Rechazado||||||
16445|WO0000005318136|PARCONA||Rechazado||||||
16446|WO0000005317558|CONSTRUCTORES||Rechazado||||||
16447|WO0000005319022|MALL AVENTURA PLAZA SANTA ANITA|S4|Flat|48|Accenture||||
16448|WO0000005319017|MALL AVENTURA PLAZA SANTA ANITA|S4|Flat|48|Accenture||||
16449|WO0000005319013|MALL AVENTURA PLAZA SANTA ANITA|S4|Flat|48|Accenture||||
16450|WO0000005319020|MALL AVENTURA PLAZA SANTA ANITA|S4|Flat|48|Accenture||||
16451|WO0000005319009|LOS DAMASCOS|S4|Flat|48|Accenture||10.45||
16463|WO0000005319421|ALFONSO UGARTE|S3|Flat|48|Accenture||||
16465|WO0000005319798|MOLICENTRO||Variable|48|Accenture||130|03839-062023|
16467|WO0000005318159|VITARTE||Variable|9|Cechriza||59||
16468|WO0000005317568|CONSTRUCTORES||Variable|9|Cechriza||59||
16469|WO0000005319781|MOLICENTRO|S4|Flat|48|Accenture||0||
16472|WO0000005319436|ALFONSO UGARTE||Variable|9|Cechriza||59||
16475|WO0000005318622|ELIO||Variable|11|Cime Comercial||0||
16479|WO0000005317565|CONSTRUCTORES||Variable|9|Cechriza||1059.17||
16486|WO0000005318670|PURUCHUCO||Emergencia|42|Punto Control Ambiental||542.79999999999995||
16489|WO0000005318112|MINI AGENCIA HERSIL||Indeci|27|J&M Contratistas||5112.28||
16494|WO0000005322419|LOS DAMASCOS||Rechazado||||||
16496|WO0000005322466|HUAYCAN|S4|Flat|48|Accenture||||
16498|WO0000005322468|HUAYCAN|S4|Flat|48|Accenture||||
16499|WO0000005322469|HUAYCAN|S4|Flat|48|Accenture||||
16500|WO0000005322471|HUAYCAN|S4|Flat|48|Accenture||||
16501|WO0000005322483|HUAYCAN|S4|Flat|48|Accenture||||
16502|WO0000005321074|PURUCHUCO|S4|Flat|48|Accenture||||
16503|WO0000005322472|ALFONSO UGARTE|S4|Flat|48|Accenture||||
16504|WO0000005322473|ALFONSO UGARTE|S4|Flat|48|Accenture||||
16505|WO0000005321486|MARISCAL CACERES||Variable|40|Prosegur||0||
16506|WO0000005322467|HUAYCAN|S4|Flat|48|Accenture||||
16509|WO0000005321922|MESA REDONDA||Variable|28|JGM Import||253.7||
16511|WO0000005322421|HUAYCAN||Variable|9|Cechriza||0||
16516|WO0000005323049|CONSTRUCTORES||Variable|9|Cechriza||119.18||
16526|WO0000005321987|COLONIAL||Emergencia|42|Punto Control Ambiental||1675.6||
16528|WO0000005325299|SANTA ANITA||Rechazado||||||
16531|WO0000005324515|LA SALLE|S4|Flat|48|Accenture||||
16540|WO0000005324553|SANTA ANITA|S4|Flat|48|Accenture||235|03134-062023|
16545|WO0000005324513|PURUCHUCO||Variable|40|Prosegur||0||
16546|WO0000005326011|LA SALLE|S4|Flat|48|Accenture||||
16547|WO0000005326013|COLONIAL|S4|Flat|48|Accenture||||
16552|WO0000005325865|LAS ALONDRAS||Variable|9|Cechriza||0||
16553|WO0000005325862|LAS ALONDRAS||Variable|9|Cechriza||0||
16554|WO0000005326631|RAUL FERRERO||Variable|28|JGM Import||0||
16555|WO0000005325258|MUSA||Variable|9|Cechriza||0||
16556|WO0000005325475|ALFONSO UGARTE||Variable|9|Cechriza||0||
16558|WO0000005326633|RAUL FERRERO|S4|Flat|48|Accenture||||
16560|WO0000005326637|RAUL FERRERO|S4|Flat|48|Accenture||||
16570|WO0000005331959|MESA REDONDA||Rechazado||||||
16571|WO0000005332406|COLONIAL|S4|Flat|48|Accenture||||
16572|WO0000005332412|COLONIAL|S4|Flat|48|Accenture||||
16573|WO0000005332407|COLONIAL|S4|Flat|48|Accenture||||
16574|WO0000005332410|COLONIAL|S4|Flat|48|Accenture||||
16575|WO0000005332414|COLONIAL|S4|Flat|48|Accenture||||
16576|WO0000005332423|COLONIAL|S4|Flat|48|Accenture||||
16579|WO0000005332417|COLONIAL|S4|Flat|48|Accenture||||
16580|WO0000005332420|COLONIAL|S4|Flat|48|Accenture||||
16590|WO0000005332830|LUREN||Rechazado|39|Otros||||
16598|WO0000005331392|LA FONTANA||Emergencia|42|Punto Control Ambiental||||
16603|WO0000005332822|MARISCAL CACERES||Variable|16|Coorporacion R&M||324.70999999999998||
16607|WO0000005332829|MARISCAL CACERES|Q1|Flat|48|Accenture||155|04627-062023|
16608|WO0000005332486|IMPERIAL||Variable|26|Indgelec||926.35||
16609|WO0000005332455|PISCO|Q1|Flat|48|Accenture||145|04307-062023|
16610|WO0000005332462|PISCO|Q2|Flat|48|Accenture||260|04306-062023|
16612|WO0000005332457|PISCO|Q2|Flat|48|Accenture||942|04315-062023|
16614|WO0000005332430|EL QUINDE ICA||Variable|48|Accenture||1965|00561-072023|
16615|WO0000005333938|IMPERIAL||Rechazado|39|Otros||||
16616|WO0000005333942|GRAU (LIMA)||Variable|40|Prosegur||||
16617|WO0000005334403|ELIO||Variable|40|Prosegur||0||
16618|WO0000005334402|ELIO||Variable|40|Prosegur||0||
16619|WO0000005334412|PISCO||Variable|40|Prosegur||0||
16621|WO0000005333924|NAZCA|Q2|Flat|48|Accenture||487|04655-062023|
16622|WO0000005334632|GRAU (LIMA)||Variable|27|J&M Contratistas||513.77||
16624|WO0000005335775|NAZCA||Rechazado||||||
16625|WO0000005337054|CHOSICA||Rechazado|48|Accenture||||
16626|WO0000005336681|PARURO||Rechazado|9|Cechriza||||
16628|WO0000005336272|EMANCIPACION||Rechazado|9|Cechriza||||
16629|WO0000005336645|LOS RUISEÃ‘ORES|S1|Flat|48|Accenture||0||
16634|WO0000005336659|LOS RUISEÃ‘ORES|S1|Flat|48|Accenture||0||
16635|WO0000005336628|LOS RUISEÃ‘ORES|S1|Flat|48|Accenture||10.45||
16636|WO0000005336270|MESA REDONDA|S1|Flat|48|Accenture||||
16637|WO0000005336219|SANTA ANITA|S1|Flat|48|Accenture||18||
16638|WO0000005336613|MESA REDONDA|S1|Flat|48|Accenture||||
16639|WO0000005336224|SANTA ANITA|S1|Flat|48|Accenture||18||
16640|WO0000005336609|MESA REDONDA|S1|Flat|48|Accenture||||
16641|WO0000005336268|SANTA ANITA|S1|Flat|48|Accenture||21.8||
16642|WO0000005336202|SANTA ANITA|S1|Flat|48|Accenture||242||
16643|WO0000005336618|MESA REDONDA|S1|Flat|48|Accenture||||
16644|WO0000005336615|MESA REDONDA|S1|Flat|48|Accenture||||
16646|WO0000005336614|MESA REDONDA|S1|Flat|48|Accenture||||
16647|WO0000005336667|LAS ALONDRAS|S1|Flat|48|Accenture||0||
16649|WO0000005336663|PARURO|S1|Flat|48|Accenture||||
16652|WO0000005336627|LOS RUISEÃ‘ORES|S1|Flat|48|Accenture||15.5||
16654|WO0000005336662|LOS RUISEÃ‘ORES|S1|Flat|48|Accenture||114.5||
16660|WO0000005335790|COLONIAL||Variable|28|JGM Import||503.86||
16661|WO0000005336265|PARCONA||Variable|9|Cechriza||0||
16662|WO0000005338246|MESA REDONDA||Variable|40|Prosegur||||
16663|WO0000005336258|PARCONA||Variable|9|Cechriza||188.8||
16664|WO0000005338247|EL CARMEN||Variable|40|Prosegur||0||
16665|WO0000005336612|ELIO|S1|Flat|48|Accenture||20.399999999999999||
16666|WO0000005338251|MALA||Variable|40|Prosegur||0||
16667|WO0000005336264|PARCONA||Variable|9|Cechriza||59||
16668|WO0000005336263|PARCONA||Variable|9|Cechriza||59||
16669|WO0000005336213|LA RAMBLA BRASIL||Emergencia|42|Punto Control Ambiental||354||
16671|WO0000005338240|MERCADO DE PRODUCTORES||Variable|40|Prosegur||2886.37||
16672|WO0000005337057|CHOSICA|S1|Flat|48|Accenture||417.5|01681-072023|
16673|WO0000005337709|CHOSICA||Variable|9|Cechriza||285.91000000000003||
16674|WO0000005337064|PARURO||Variable|9|Cechriza||905.77||
16675|WO0000005336223|LA RAMBLA BRASIL||Variable|11|Cime Comercial||||
16676|WO0000005336206|MARISCAL CACERES||Variable|48|Accenture||||
16684|WO0000005342081|AYACUCHO||Rechazado|39|Otros||||
16686|WO0000005340050|MARISCAL CACERES||Rechazado|39|Otros||||
16689|WO0000005341516|CHOSICA|S1|Flat|48|Accenture||7.55||
16696|WO0000005339783|MARISCAL CACERES||Variable|48|Accenture||235|04730-062023|
16697|WO0000005341534|SANTA ANITA||Variable|9|Cechriza||0||
16698|WO0000005340054|LA RAMBLA BRASIL||Variable|48|Accenture||39.65||
16699|WO0000005342064|MOLICENTRO||Variable|48|Accenture||130|04709-062023|
16700|WO0000005339782|AYACUCHO||Variable|48|Accenture||235|04728-062023|
16701|WO0000005340522|PRIMAX MELGAREJO||Variable|48|Accenture||130|04702-062023|
16704|WO0000005341501|NAZCA|Q1|Flat|48|Accenture||38|00151-072023|
16709|WO0000005342084|AYACUCHO|Q2|Flat|48|Accenture||198.25|00187-072023|
16711|WO0000005342540|MUSA||Emergencia|42|Punto Control Ambiental||||
16712|WO0000005341540|SANTA ANITA||Variable|9|Cechriza||1059.17||
16713|WO0000005341549|SANTA ANITA||Variable|9|Cechriza||1059.1400000000001||
16714|WO0000005340011|MARISCAL CACERES||Variable|48|Accenture||506.5|00273-072023|
16715|WO0000005340085|CONSTRUCTORES||Variable|40|Prosegur||1076.1600000000001||
16719|WO0000005340010|MARISCAL CACERES||Variable|48|Accenture||316|02980-072023|
16720|WO0000005340010|MARISCAL CACERES||Variable|53|Trazaidea||1652||
16721|WO0000005342045|ASIA||Variable|16|Coorporacion R&M||548.33000000000004||
16722|WO0000005341513|ARGENTINA||Indeci|25|Indeci||||
16728|WO0000005344674|MESA REDONDA|S1|Flat|48|Accenture||7.55||
16729|WO0000005344688|MESA REDONDA|S1|Flat|48|Accenture||31||
16730|WO0000005344678|MESA REDONDA|S1|Flat|48|Accenture||6.8||
16732|WO0000005345518|PARURO|S1|Flat|48|Accenture||0||
16733|WO0000005344691|MESA REDONDA|S1|Flat|48|Accenture||0||
16735|WO0000005344686|MESA REDONDA|S1|Flat|48|Accenture||15.5||
16737|WO0000005344680|MESA REDONDA|S1|Flat|48|Accenture||15.5||
16740|WO0000005345011|LA RAMBLA BRASIL|S1|Flat|48|Accenture||0||
16742|WO0000005344155|PARURO||Variable|28|JGM Import||279.66000000000003||
16748|WO0000005344183|CHOSICA||Variable|9|Cechriza||0||
16751|WO0000005345557|VITARTE|S1|Flat|48|Accenture||104.5||
16756|WO0000005345536|MARISCAL CACERES||Variable|48|Accenture||||
16761|WO0000005348892|PRIMAX MELGAREJO||Rechazado|39|Otros||||
16762|WO0000005349353|PARURO||Rechazado|39|Otros||||
16764|WO0000005348830|LA RAMBLA BRASIL|S1|Flat|48|Accenture||0||
16765|WO0000005349396|CAILLOMA|S1|Flat|48|Accenture||15.5||
16766|WO0000005349380|LA SALLE|S1|Flat|48|Accenture||17.5||
16767|WO0000005349397|CAILLOMA|S1|Flat|48|Accenture||15.5||
16768|WO0000005349399|CAILLOMA|S1|Flat|48|Accenture||15.5||
16769|WO0000005349392|PARURO|S1|Flat|48|Accenture||31||
16770|WO0000005349395|CAILLOMA|S1|Flat|48|Accenture||15.5||
16771|WO0000005349393|PARURO|S1|Flat|48|Accenture||0||
16772|WO0000005349389|PARURO|S1|Flat|48|Accenture||0||
16773|WO0000005349390|PARURO|S1|Flat|48|Accenture||31||
16774|WO0000005349388|PARURO|S1|Flat|48|Accenture||0||
16775|WO0000005349306|MERCADO DE PRODUCTORES||Variable|40|Prosegur||0||
16776|WO0000005348877|CHACLACAYO||Variable|40|Prosegur||||
16785|WO0000005348586|LA FONTANA|S1|Flat|48|Accenture||||
